,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition,matches_themes
17,-193028,20000000,1030,838,0.0725,-0.0019,0.1033,-5.3e-05,-0.01,-0.07,2012-01-22,37MKWGO,"ts_skewness(vec_avg(nws77_entity_relevance),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
18,-295893,20000000,1069,1138,0.0849,-0.003,0.1079,-7e-05,-0.02,-0.12,2012-01-22,RpJOLw1,"ts_skewness(vec_avg(nws77_event_risk),120)",FAIL,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
19,-367650,20000000,1232,1209,0.0892,-0.0037,0.0683,-8.3e-05,-0.03,-0.17,2012-01-22,37MKWAg,"ts_skewness(vec_avg(nws77_document_sentiment),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
20,-416042,20000000,1190,1017,0.0902,-0.0042,0.1034,-9.2e-05,-0.03,-0.18,2012-01-22,oK1be0n,"ts_skewness(vec_avg(nws77_event_relevance),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
21,-638088,20000000,1363,1073,0.1648,-0.0064,0.1453,-7.8e-05,-0.05,-0.23,2012-01-22,lVLnxle,"ts_skewness(vec_avg(nws77_title_similarity_days),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
22,-582572,20000000,1118,1093,0.1197,-0.0058,0.138,-9.7e-05,-0.05,-0.25,2012-01-22,JpVAlKm,"ts_skewness(vec_avg(nws77_event_similarity_days),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
23,-713722,20000000,1116,1093,0.0828,-0.0071,0.1205,-0.000173,-0.06,-0.25,2012-01-22,EwZjAaK,"ts_skewness(vec_avg(nws77_credit_sentiment),120)",FAIL,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
24,-705362,20000000,1110,1098,0.0833,-0.0071,0.1417,-0.00017,-0.07,-0.29,2012-01-22,bLYmp5R,"ts_skewness(vec_avg(nws77_event_sentiment),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
25,-1036328,20000000,1282,1163,0.0866,-0.0104,0.1231,-0.00024,-0.12,-0.41,2012-01-22,WpEZmgN,"ts_skewness(vec_avg(nws77_document_sentiment_confidence),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
26,-2753950,20000000,1148,1296,0.0841,-0.0276,0.447,-0.000656,-0.17,-0.36,2012-01-22,YpjVdoR,"ts_skewness(vec_avg(nws77_entity_sentiment_confidence),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
27,-8064097,20000000,0,0,0.0164,-0.0896,1.2553,-0.010939,-0.29,-0.34,2012-01-22,YpjVdao,"ts_skewness(vec_avg(nws77_entity_hierarchy_level),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
28,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,eOlYA8E,"ts_skewness(vec_avg(nws77_source_rank),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
29,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,k3xwR3d,"ts_skewness(vec_avg(nws77_timestamp_utc),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
